Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,age,total_children,total_spending,total_purchases,meat_share,fruit_share,fish_share,sweet_share,gold_share,deals_share,web_share,catalog_share,store_share,Customer_Days
Basic,Single,15862.0,26,1,8,0,36,1,36,5,0.1111111111111111,0.027777777777777776,0.3055555555555556,0.25,0.2777777777777778,0.2,0.2,0.0,0.6,367
PhD,Married,49544.0,0,2,7,0,39,1,404,16,0.1806930693069307,0.0,0.0,0.0,0.05693069306930693,0.125,0.3125,0.0625,0.5,502
Graduation,Married,33228.0,28,1,7,0,35,1,71,6,0.43661971830985913,0.028169014084507043,0.09859154929577464,0.056338028169014086,0.07042253521126761,0.16666666666666666,0.3333333333333333,0.0,0.5,157
Graduation,Together,70440.0,49,1,3,0,37,0,1572,23,0.31743002544529264,0.07442748091603053,0.04834605597964377,0.0648854961832061,0.05597964376590331,0.043478260869565216,0.21739130434782608,0.43478260869565216,0.30434782608695654,264
Graduation,Together,38232.0,84,4,5,0,44,2,122,11,0.22950819672131148,0.040983606557377046,0.05737704918032787,0.04918032786885246,0.27049180327868855,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,163
PhD,Married,22554.0,38,4,5,0,60,2,41,10,0.24390243902439024,0.0,0.0,0.0,0.0975609756097561,0.4,0.2,0.0,0.4,603
PhD,Married,23536.0,53,1,3,0,32,1,10,4,0.3,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.75,25
Graduation,Married,49413.0,88,2,5,0,63,1,304,13,0.13486842105263158,0.023026315789473683,0.009868421052631578,0.006578947368421052,0.1513157894736842,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.38461538461538464,247
Graduation,Married,42231.0,99,1,5,0,46,2,37,5,0.21621621621621623,0.0,0.0,0.02702702702702703,0.10810810810810811,0.2,0.2,0.0,0.6,96
Master,Divorced,78789.0,12,1,2,0,35,0,1754,16,0.4846066134549601,0.028506271379703536,0.011972633979475485,0.04732041049030787,0.04732041049030787,0.0625,0.25,0.375,0.3125,690
Graduation,Together,56534.0,35,4,8,0,47,1,815,25,0.07484662576687116,0.008588957055214725,0.012269938650306749,0.0,0.05644171779141104,0.16,0.4,0.16,0.28,341
Graduation,Single,58350.0,5,4,6,0,44,1,1001,27,0.2057942057942058,0.025974025974025976,0.11588411588411589,0.07992007992007992,0.07992007992007992,0.14814814814814814,0.2962962962962963,0.1111111111111111,0.4444444444444444,541
Graduation,Single,81217.0,77,1,1,0,26,0,1157,22,0.28003457216940364,0.06050129645635264,0.12618841832324978,0.03457216940363008,0.07260155574762317,0.045454545454545456,0.13636363636363635,0.3181818181818182,0.5,345
Graduation,Single,49090.0,45,3,7,0,64,1,688,21,0.11918604651162791,0.007267441860465116,0.010174418604651164,0.0,0.14534883720930233,0.14285714285714285,0.3333333333333333,0.09523809523809523,0.42857142857142855,345
Master,Divorced,61787.0,71,1,5,0,28,0,1319,19,0.31387414708112205,0.05534495830174375,0.05913570887035633,0.03639120545868082,0.06444275966641395,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.3157894736842105,358
PhD,Married,18169.0,40,1,8,0,30,1,21,4,0.23809523809523808,0.0,0.0,0.0,0.3333333333333333,0.25,0.25,0.0,0.5,495
2n Cycle,Single,24336.0,82,1,7,0,34,1,31,4,0.06451612903225806,0.1935483870967742,0.25806451612903225,0.06451612903225806,0.3870967741935484,0.25,0.25,0.0,0.5,671
Graduation,Married,18222.0,70,1,8,0,25,0,67,6,0.2835820895522388,0.05970149253731343,0.1791044776119403,0.08955223880597014,0.208955223880597,0.16666666666666666,0.3333333333333333,0.0,0.5,545
Graduation,Divorced,62335.0,87,2,2,0,63,1,708,21,0.3064971751412429,0.1850282485875706,0.12005649717514125,0.00847457627118644,0.03672316384180791,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.6190476190476191,402
2n Cycle,Together,42033.0,95,1,7,0,44,2,25,4,0.16,0.04,0.08,0.0,0.28,0.25,0.25,0.0,0.5,648
PhD,Married,86580.0,72,0,1,0,32,0,746,11,0.17024128686327078,0.028150134048257374,0.03485254691689008,0.02680965147453083,0.02680965147453083,0.0,0.36363636363636365,0.18181818181818182,0.45454545454545453,487
PhD,Divorced,41437.0,5,1,7,0,58,2,32,5,0.0625,0.0,0.0,0.0,0.03125,0.2,0.2,0.0,0.6,645
Master,Widow,73705.0,86,2,5,0,64,2,1695,25,0.30678466076696165,0.05368731563421829,0.15221238938053097,0.06312684365781711,0.06312684365781711,0.08,0.36,0.24,0.32,116
Graduation,Married,61064.0,80,5,6,0,39,1,1080,28,0.31666666666666665,0.11666666666666667,0.0,0.041666666666666664,0.16666666666666666,0.17857142857142858,0.2857142857142857,0.14285714285714285,0.39285714285714285,667
Master,Married,38452.0,62,3,7,0,60,2,72,9,0.19444444444444445,0.0,0.0,0.0,0.027777777777777776,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,91
Graduation,Single,18358.0,49,3,7,0,26,1,57,10,0.3333333333333333,0.14035087719298245,0.2807017543859649,0.07017543859649122,0.07017543859649122,0.3,0.3,0.0,0.4,221
PhD,Together,55012.0,85,6,5,0,42,1,660,25,0.09848484848484848,0.0,0.0,0.0,0.019696969696969695,0.24,0.32,0.08,0.36,100
Basic,Together,9722.0,7,4,8,0,42,1,103,11,0.1553398058252427,0.1650485436893204,0.05825242718446602,0.1553398058252427,0.4077669902912621,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,635
PhD,Married,38175.0,6,3,7,0,31,1,153,11,0.45098039215686275,0.0392156862745098,0.013071895424836602,0.0196078431372549,0.0196078431372549,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.36363636363636365,279
Master,Together,58656.0,25,4,6,0,59,1,1220,32,0.15901639344262294,0.009836065573770493,0.013114754098360656,0.019672131147540985,0.009836065573770493,0.125,0.21875,0.25,0.40625,647
Graduation,Together,52117.0,55,2,7,0,50,1,279,13,0.3835125448028674,0.035842293906810034,0.10752688172043011,0.0,0.07168458781362007,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.3076923076923077,682
Graduation,Married,64813.0,81,1,5,0,37,1,745,20,0.16644295302013423,0.0,0.24026845637583893,0.13020134228187918,0.0697986577181208,0.05,0.35,0.1,0.5,178
PhD,Married,54222.0,98,1,3,0,42,1,264,12,0.11742424242424243,0.045454545454545456,0.011363636363636364,0.045454545454545456,0.026515151515151516,0.08333333333333333,0.25,0.25,0.4166666666666667,120
Graduation,Married,83512.0,31,1,1,0,29,0,2157,22,0.38711172925359294,0.028280018544274456,0.03708854891052388,0.00927213722763097,0.046824292999536395,0.045454545454545456,0.18181818181818182,0.3181818181818182,0.45454545454545453,12
Master,Married,77520.0,30,1,4,0,56,1,1526,23,0.2595019659239843,0.028833551769331587,0.0,0.057667103538663174,0.03800786369593709,0.043478260869565216,0.34782608695652173,0.30434782608695654,0.30434782608695654,305
Graduation,Together,41154.0,98,1,5,0,37,1,69,6,0.15942028985507245,0.028985507246376812,0.028985507246376812,0.043478260869565216,0.10144927536231885,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,446
Graduation,Married,80398.0,92,1,3,0,49,0,1597,26,0.5860989355040701,0.031934877896055106,0.12961803381340012,0.021916092673763307,0.01628052598622417,0.038461538461538464,0.19230769230769232,0.3076923076923077,0.46153846153846156,596
Basic,Single,18746.0,41,2,6,0,23,1,64,8,0.171875,0.15625,0.1875,0.140625,0.3125,0.25,0.375,0.0,0.375,31
Graduation,Together,35196.0,68,6,8,0,31,1,497,18,0.2837022132796781,0.02414486921529175,0.08651911468812877,0.07847082494969819,0.3762575452716298,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.2777777777777778,593
Graduation,Single,60230.0,78,2,5,0,59,1,1067,17,0.34395501405810686,0.01874414245548266,0.03655107778819119,0.07591377694470477,0.03748828491096532,0.11764705882352941,0.35294117647058826,0.17647058823529413,0.35294117647058826,405
Graduation,Married,22108.0,46,2,7,0,38,2,31,7,0.2903225806451613,0.0967741935483871,0.1935483870967742,0.06451612903225806,0.1935483870967742,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,52
Graduation,Together,44392.0,71,5,7,0,41,2,211,14,0.33649289099526064,0.023696682464454975,0.03317535545023697,0.05687203791469194,0.13744075829383887,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.2857142857142857,297
PhD,Married,55424.0,6,4,6,0,39,1,877,25,0.20980615735461802,0.06955530216647662,0.011402508551881414,0.06043329532497149,0.12200684150513112,0.16,0.28,0.2,0.36,581
Graduation,Married,17688.0,82,1,8,1,36,1,11,4,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.25,0.25,0.0,0.5,532
PhD,Married,92491.0,71,1,3,0,32,0,2034,25,0.45968534906588004,0.021632251720747297,0.014257620452310717,0.012291052114060964,0.010816125860373648,0.04,0.28,0.2,0.48,424
Graduation,Single,90273.0,32,1,2,0,24,0,1991,19,0.4284279256654947,0.06479156202913108,0.06027122049221497,0.0371672526368659,0.055750878955298844,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.3684210526315789,197
PhD,Widow,82571.0,28,0,2,0,53,0,1686,24,0.3309608540925267,0.018386714116251483,0.036773428232502965,0.05634638196915777,0.0468564650059312,0.0,0.25,0.20833333333333334,0.5416666666666666,88
PhD,Single,38513.0,20,5,8,0,33,1,324,17,0.3549382716049383,0.009259259259259259,0.04938271604938271,0.0,0.05555555555555555,0.29411764705882354,0.35294117647058826,0.058823529411764705,0.29411764705882354,152
Master,Single,16653.0,10,3,6,0,36,1,69,9,0.4492753623188406,0.10144927536231885,0.21739130434782608,0.057971014492753624,0.10144927536231885,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,72
Graduation,Together,42586.0,7,5,8,0,60,2,252,16,0.2222222222222222,0.007936507936507936,0.0,0.0,0.0,0.3125,0.25,0.0625,0.375,608
Basic,Single,23529.0,67,1,6,0,50,1,54,5,0.24074074074074073,0.12962962962962962,0.05555555555555555,0.037037037037037035,0.37037037037037035,0.2,0.2,0.2,0.4,538
Master,Together,74881.0,48,4,5,0,54,2,964,27,0.2800829875518672,0.07468879668049792,0.03734439834024896,0.028008298755186723,0.056016597510373446,0.14814814814814814,0.3333333333333333,0.07407407407407407,0.4444444444444444,478
Graduation,Married,71107.0,61,2,4,0,64,1,1327,28,0.16352675207234363,0.007535795026375283,0.1492087415222306,0.13112283345892992,0.146948003014318,0.07142857142857142,0.25,0.21428571428571427,0.4642857142857143,497
PhD,Together,46910.0,36,2,6,0,51,2,68,7,0.20588235294117646,0.0,0.0,0.0,0.08823529411764706,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,98
Graduation,Married,18690.0,77,1,8,0,56,0,60,5,0.11666666666666667,0.016666666666666666,0.38333333333333336,0.06666666666666667,0.31666666666666665,0.2,0.2,0.2,0.4,548
Graduation,Divorced,37244.0,90,1,7,0,60,2,55,5,0.18181818181818182,0.03636363636363636,0.0,0.0,0.45454545454545453,0.2,0.2,0.2,0.4,428
Graduation,Together,82427.0,35,1,1,0,49,0,1456,21,0.34958791208791207,0.10096153846153846,0.07142857142857142,0.07348901098901099,0.07348901098901099,0.047619047619047616,0.14285714285714285,0.23809523809523808,0.5714285714285714,109
2n Cycle,Single,75342.0,38,1,4,0,57,1,563,18,0.17229129662522202,0.17229129662522202,0.037300177619893425,0.20959147424511546,0.046181172291296625,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.5555555555555556,419
Graduation,Divorced,70044.0,46,4,5,0,61,1,1504,26,0.16622340425531915,0.0,0.10172872340425532,0.009308510638297872,0.009308510638297872,0.15384615384615385,0.2692307692307692,0.38461538461538464,0.19230769230769232,496
Graduation,Single,79146.0,33,2,6,0,48,2,564,19,0.3953900709219858,0.028368794326241134,0.03723404255319149,0.07624113475177305,0.028368794326241134,0.10526315789473684,0.42105263157894735,0.05263157894736842,0.42105263157894735,66
Graduation,Married,77437.0,70,1,1,0,52,0,1125,23,0.3928888888888889,0.018666666666666668,0.025777777777777778,0.03911111111111111,0.025777777777777778,0.043478260869565216,0.17391304347826086,0.21739130434782608,0.5652173913043478,215
Graduation,Married,54984.0,51,4,7,0,56,1,358,17,0.3659217877094972,0.036312849162011177,0.0893854748603352,0.008379888268156424,0.01675977653631285,0.23529411764705882,0.35294117647058826,0.058823529411764705,0.35294117647058826,36
PhD,Married,42403.0,18,1,8,0,44,1,42,5,0.2619047619047619,0.023809523809523808,0.0,0.11904761904761904,0.07142857142857142,0.2,0.2,0.0,0.6,200
Graduation,Together,55761.0,97,2,6,0,51,1,184,10,0.06521739130434782,0.005434782608695652,0.0,0.016304347826086956,0.17391304347826086,0.2,0.4,0.1,0.3,66
Graduation,Together,37292.0,32,5,8,0,32,1,460,19,0.18695652173913044,0.0,0.021739130434782608,0.05,0.14347826086956522,0.2631578947368421,0.3157894736842105,0.15789473684210525,0.2631578947368421,437
PhD,Single,45576.0,9,1,8,0,70,0,145,8,0.2,0.1310344827586207,0.013793103448275862,0.09655172413793103,0.1724137931034483,0.125,0.375,0.125,0.375,32
Graduation,Together,70321.0,6,1,4,0,68,0,1376,25,0.5457848837209303,0.016715116279069766,0.059593023255813955,0.0188953488372093,0.13880813953488372,0.04,0.24,0.2,0.52,529
PhD,Divorced,58086.0,80,2,8,0,46,1,792,23,0.07828282828282829,0.008838383838383838,0.0,0.0,0.01893939393939394,0.08695652173913043,0.4782608695652174,0.13043478260869565,0.30434782608695654,525
Graduation,Married,81795.0,74,1,2,0,63,0,1382,23,0.5014471780028944,0.0955137481910275,0.019536903039073805,0.085383502170767,0.06367583212735166,0.043478260869565216,0.17391304347826086,0.4782608695652174,0.30434782608695654,611
Basic,Together,28389.0,49,1,7,0,68,0,28,4,0.10714285714285714,0.17857142857142858,0.25,0.14285714285714285,0.2857142857142857,0.25,0.25,0.0,0.5,586
Master,Married,66835.0,21,1,2,0,69,0,1033,24,0.1887705711519845,0.02516940948693127,0.03291384317521781,0.016456921587608905,0.13649564375605033,0.041666666666666664,0.25,0.16666666666666666,0.5416666666666666,274
Graduation,Divorced,69901.0,95,3,5,0,46,1,882,23,0.23356009070294784,0.023809523809523808,0.11564625850340136,0.10430839002267574,0.1689342403628118,0.13043478260869565,0.30434782608695654,0.13043478260869565,0.43478260869565216,396
PhD,Married,80360.0,56,2,2,0,66,0,2231,15,0.20349619004930525,0.03854773644105782,0.0502017032720753,0.01927386822052891,0.01927386822052891,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.3333333333333333,483
PhD,Together,63342.0,48,3,6,0,54,1,1101,19,0.10717529518619437,0.01907356948228883,0.011807447774750226,0.009082652134423252,0.01907356948228883,0.15789473684210525,0.42105263157894735,0.15789473684210525,0.2631578947368421,621
Graduation,Married,44989.0,26,5,6,0,41,1,369,16,0.2872628726287263,0.0,0.13279132791327913,0.02710027100271003,0.2872628726287263,0.3125,0.3125,0.0625,0.3125,655
2n Cycle,Single,31859.0,3,1,7,0,35,1,48,5,0.14583333333333334,0.08333333333333333,0.3125,0.16666666666666666,0.22916666666666666,0.2,0.2,0.0,0.6,122
PhD,Widow,51569.0,39,4,8,0,66,1,467,19,0.1006423982869379,0.0,0.01284796573875803,0.0,0.0728051391862955,0.21052631578947367,0.3684210526315789,0.05263157894736842,0.3684210526315789,502
Graduation,Widow,30372.0,33,3,7,0,44,2,44,8,0.2727272727272727,0.0,0.1590909090909091,0.06818181818181818,0.1590909090909091,0.375,0.25,0.0,0.375,551
Basic,Single,16014.0,42,4,3,0,36,2,38,10,0.10526315789473684,0.23684210526315788,0.18421052631578946,0.21052631578947367,0.18421052631578946,0.4,0.1,0.1,0.4,469
Graduation,Married,41120.0,80,3,6,0,47,2,81,9,0.2839506172839506,0.024691358024691357,0.0,0.09876543209876543,0.2962962962962963,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,235
Master,Single,39763.0,9,2,9,0,44,1,167,10,0.3592814371257485,0.005988023952095809,0.023952095808383235,0.03592814371257485,0.09580838323353294,0.2,0.5,0.1,0.2,329
PhD,Married,38725.0,52,2,4,0,60,2,45,7,0.13333333333333333,0.0,0.044444444444444446,0.022222222222222223,0.1111111111111111,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,50
Graduation,Married,77981.0,78,3,5,0,43,1,664,21,0.3072289156626506,0.18072289156626506,0.024096385542168676,0.1897590361445783,0.09036144578313253,0.14285714285714285,0.3333333333333333,0.19047619047619047,0.3333333333333333,399
2n Cycle,Married,62905.0,68,3,4,0,51,1,622,20,0.15434083601286175,0.12057877813504823,0.19131832797427653,0.1720257234726688,0.09485530546623794,0.15,0.35,0.1,0.4,292
2n Cycle,Divorced,13533.0,45,2,7,0,36,1,48,7,0.16666666666666666,0.0625,0.16666666666666666,0.0,0.3541666666666667,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,476
Graduation,Together,59481.0,47,2,2,0,40,1,461,16,0.1843817787418655,0.006507592190889371,0.1540130151843818,0.14316702819956617,0.12581344902386118,0.125,0.1875,0.1875,0.5,249
Graduation,Married,72117.0,34,1,5,0,38,1,1073,26,0.15936626281453867,0.01863932898415657,0.06057781919850885,0.05591798695246971,0.046598322460391424,0.038461538461538464,0.34615384615384615,0.2692307692307692,0.34615384615384615,313
2n Cycle,Married,21955.0,81,2,6,0,29,1,55,8,0.12727272727272726,0.01818181818181818,0.3090909090909091,0.2545454545454545,0.2,0.25,0.25,0.125,0.375,295
Graduation,Married,67131.0,72,3,6,0,59,1,976,26,0.25614754098360654,0.07274590163934426,0.09528688524590163,0.035860655737704916,0.06352459016393443,0.11538461538461539,0.34615384615384615,0.07692307692307693,0.46153846153846156,460
PhD,Single,36802.0,23,1,5,0,35,1,20,5,0.1,0.05,0.0,0.0,0.05,0.2,0.2,0.0,0.6,13
Graduation,Together,71853.0,29,1,1,0,33,0,1149,17,0.35944299390774587,0.09399477806788512,0.1227154046997389,0.08442123585726719,0.0278503046127067,0.058823529411764705,0.11764705882352941,0.47058823529411764,0.35294117647058826,417
Basic,Married,28249.0,80,1,6,0,54,0,43,6,0.16279069767441862,0.20930232558139536,0.046511627906976744,0.32558139534883723,0.23255813953488372,0.16666666666666666,0.3333333333333333,0.0,0.5,14
Master,Married,47808.0,30,2,7,0,40,1,224,10,0.11607142857142858,0.004464285714285714,0.008928571428571428,0.0,0.32142857142857145,0.2,0.3,0.2,0.3,252
PhD,Divorced,25509.0,15,3,9,0,41,1,101,9,0.297029702970297,0.0297029702970297,0.09900990099009901,0.06930693069306931,0.10891089108910891,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,649
PhD,Married,51012.0,86,1,6,0,69,0,209,10,0.3014354066985646,0.0430622009569378,0.009569377990430622,0.0430622009569378,0.11483253588516747,0.1,0.4,0.1,0.4,437
Graduation,Single,70596.0,68,1,2,0,30,0,968,21,0.5516528925619835,0.045454545454545456,0.01756198347107438,0.0,0.026859504132231406,0.047619047619047616,0.14285714285714285,0.23809523809523808,0.5714285714285714,632
PhD,Together,85431.0,54,1,0,0,63,0,1165,17,0.3965665236051502,0.045493562231759654,0.14420600858369098,0.045493562231759654,0.045493562231759654,0.058823529411764705,0.11764705882352941,0.4117647058823529,0.4117647058823529,386
Graduation,Married,42664.0,44,1,6,0,48,1,24,5,0.125,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,103
Graduation,Together,42586.0,7,5,8,0,60,2,252,16,0.2222222222222222,0.007936507936507936,0.0,0.0,0.0,0.3125,0.25,0.0625,0.375,608
Graduation,Single,29760.0,87,4,8,0,30,1,165,12,0.4121212121212121,0.024242424242424242,0.04242424242424243,0.030303030303030304,0.10303030303030303,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,669
PhD,Married,28973.0,59,2,8,0,38,0,269,13,0.17100371747211895,0.0,0.011152416356877323,0.007434944237918215,0.04460966542750929,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.38461538461538464,624
PhD,Together,39435.0,16,1,7,0,42,1,102,7,0.17647058823529413,0.0,0.0,0.0,0.12745098039215685,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,327
2n Cycle,Married,65370.0,1,1,1,0,31,0,461,19,0.24295010845986983,0.04772234273318872,0.2993492407809111,0.19305856832971802,0.06290672451193059,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.6842105263157895,332
Basic,Single,20194.0,64,2,6,0,36,1,47,7,0.14893617021276595,0.0851063829787234,0.23404255319148937,0.2127659574468085,0.3191489361702128,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,559
PhD,Single,42473.0,72,3,5,0,39,2,144,10,0.14583333333333334,0.006944444444444444,0.0,0.027777777777777776,0.1736111111111111,0.3,0.2,0.1,0.4,132
Graduation,Married,64590.0,98,1,6,0,47,0,1338,24,0.12556053811659193,0.1031390134529148,0.026905829596412557,0.0343796711509716,0.02242152466367713,0.041666666666666664,0.375,0.16666666666666666,0.4166666666666667,623
Graduation,Together,71232.0,91,2,7,0,56,1,917,25,0.18538713195201745,0.018538713195201745,0.03707742639040349,0.028353326063249727,0.018538713195201745,0.08,0.44,0.08,0.4,213
Graduation,Together,34600.0,8,5,8,0,44,2,318,17,0.18867924528301888,0.10377358490566038,0.025157232704402517,0.009433962264150943,0.04716981132075472,0.29411764705882354,0.29411764705882354,0.11764705882352941,0.29411764705882354,544
Graduation,Single,46904.0,20,4,8,0,48,2,253,14,0.22134387351778656,0.015810276679841896,0.0,0.03557312252964427,0.1225296442687747,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.2857142857142857,603
Graduation,Married,49094.0,6,5,6,0,42,1,502,20,0.07569721115537849,0.0,0.021912350597609563,0.01593625498007968,0.13745019920318724,0.25,0.3,0.15,0.3,646
Graduation,Together,36075.0,54,1,6,0,32,1,119,7,0.25210084033613445,0.0,0.10084033613445378,0.008403361344537815,0.25210084033613445,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,202
2n Cycle,Together,60839.0,72,13,8,0,36,2,1250,29,0.1024,0.0168,0.1784,0.12,0.1024,0.4482758620689655,0.06896551724137931,0.06896551724137931,0.41379310344827586,670
Graduation,Together,77298.0,46,1,3,0,36,1,969,24,0.3013415892672859,0.11867905056759546,0.023735810113519093,0.03611971104231166,0.08152734778121776,0.041666666666666664,0.25,0.25,0.4583333333333333,239
Graduation,Together,34026.0,11,3,5,0,65,2,76,9,0.19736842105263158,0.07894736842105263,0.15789473684210525,0.10526315789473684,0.2236842105263158,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,328
PhD,Single,48918.0,21,2,4,0,52,2,62,7,0.14516129032258066,0.0,0.0,0.0,0.016129032258064516,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,78
2n Cycle,Together,82122.0,89,1,1,0,53,0,1382,26,0.2532561505065123,0.015918958031837915,0.10926193921852388,0.01808972503617945,0.0723589001447178,0.038461538461538464,0.11538461538461539,0.34615384615384615,0.5,318
Graduation,Single,37697.0,82,1,6,0,39,1,84,7,0.25,0.07142857142857142,0.13095238095238096,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,142
Graduation,Together,34074.0,69,5,6,0,63,2,255,14,0.1607843137254902,0.00392156862745098,0.0392156862745098,0.00392156862745098,0.2627450980392157,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.21428571428571427,351
Master,Married,28520.0,55,1,6,0,55,2,43,5,0.23255813953488372,0.0,0.0,0.046511627906976744,0.46511627906976744,0.2,0.2,0.2,0.4,380
Graduation,Single,62535.0,13,1,3,0,60,1,398,14,0.22613065326633167,0.12060301507537688,0.0,0.11306532663316583,0.1306532663316583,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.5714285714285714,269
Master,Single,36273.0,80,2,6,0,38,1,76,8,0.39473684210526316,0.039473684210526314,0.039473684210526314,0.02631578947368421,0.11842105263157894,0.25,0.375,0.0,0.375,74
Graduation,Together,63404.0,97,2,4,0,51,2,902,15,0.07760532150776053,0.028824833702882482,0.012195121951219513,0.04878048780487805,0.018847006651884702,0.13333333333333333,0.4,0.2,0.26666666666666666,23
2n Cycle,Together,75774.0,27,1,4,0,34,1,823,21,0.16281895504252733,0.02551640340218712,0.3134872417982989,0.01701093560145808,0.06804374240583232,0.047619047619047616,0.3333333333333333,0.23809523809523808,0.38095238095238093,58
Graduation,Together,78416.0,99,2,3,0,39,1,1179,26,0.2366412213740458,0.032230703986429174,0.1594571670907549,0.032230703986429174,0.15521628498727735,0.07692307692307693,0.2692307692307692,0.2692307692307692,0.38461538461538464,2
Graduation,Together,75702.0,87,1,6,0,41,1,1921,29,0.3274336283185841,0.0,0.07548152004164498,0.019260801665799063,0.019260801665799063,0.034482758620689655,0.3448275862068966,0.1724137931034483,0.4482758620689655,623
Master,Together,59385.0,85,2,5,0,64,2,185,10,0.05405405405405406,0.0,0.0,0.021621621621621623,0.1945945945945946,0.2,0.3,0.1,0.4,427
Graduation,Single,37070.0,30,9,7,0,49,2,433,23,0.3163972286374134,0.016166281755196306,0.009237875288683603,0.03464203233256351,0.09006928406466513,0.391304347826087,0.21739130434782608,0.043478260869565216,0.34782608695652173,466
Graduation,Married,44689.0,82,2,7,0,64,2,34,6,0.14705882352941177,0.0,0.0,0.0,0.3235294117647059,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,170
Graduation,Together,53977.0,21,5,5,0,57,1,907,27,0.1819184123484013,0.017640573318632856,0.0,0.026460859977949284,0.09040793825799338,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.4444444444444444,386
PhD,Single,7144.0,92,0,0,0,49,2,416,25,0.07932692307692307,0.009615384615384616,0.01201923076923077,0.004807692307692308,0.6995192307692307,0.0,0.92,0.04,0.04,204
Graduation,Single,18701.0,95,4,5,0,51,2,44,10,0.045454545454545456,0.09090909090909091,0.22727272727272727,0.13636363636363635,0.22727272727272727,0.4,0.2,0.0,0.4,390
Graduation,Married,90369.0,2,1,1,0,59,0,1588,17,0.6177581863979849,0.03211586901763224,0.14105793450881612,0.014483627204030227,0.010705289672544081,0.058823529411764705,0.23529411764705882,0.35294117647058826,0.35294117647058826,62
PhD,Single,63159.0,74,1,3,0,41,0,1797,17,0.32609905397885364,0.018920422927100722,0.04952698942682248,0.047857540345019475,0.020589872008903727,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.47058823529411764,601
Graduation,Together,37758.0,49,2,8,0,49,2,40,6,0.25,0.05,0.0,0.0,0.025,0.3333333333333333,0.16666666666666666,0.0,0.5,633
PhD,Single,46757.0,71,6,9,0,52,1,1143,21,0.1426071741032371,0.026246719160104987,0.0,0.04461942257217848,0.10673665791776028,0.2857142857142857,0.19047619047619047,0.19047619047619047,0.3333333333333333,590
Master,Married,79734.0,72,1,1,0,46,0,914,14,0.2538293216630197,0.0087527352297593,0.02516411378555799,0.06783369803063458,0.018599562363238512,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.42857142857142855,1
Graduation,Together,63207.0,68,1,7,0,23,0,1502,12,0.37616511318242346,0.11251664447403462,0.06058588548601864,0.11251664447403462,0.04660452729693742,0.08333333333333333,0.16666666666666666,0.25,0.5,525
Graduation,Divorced,72071.0,4,3,2,0,61,1,1338,20,0.2242152466367713,0.0515695067264574,0.11210762331838565,0.1031390134529148,0.11210762331838565,0.15,0.25,0.2,0.4,500
PhD,Together,21840.0,80,1,9,0,32,1,27,5,0.3333333333333333,0.0,0.0,0.0,0.037037037037037035,0.2,0.2,0.0,0.6,343
